year,round,tier,date,value
2026,3,Late,2026-07-03,36
2026,3,Mid,2026-07-03,57
2026,4,Early,2026-07-03,23
2026,4,Late,2026-07-03,12
2026,4,Mid,2026-07-03,17
2026,5,Early,2026-07-03,10
2026,5,Late,2026-07-03,6
2026,5,Mid,2026-07-03,8
2027,1,Early,2026-07-03,5244
2027,1,Late,2026-07-03,1049
2027,1,Mid,2026-07-03,2321
2027,2,Early,2026-07-03,502
2027,2,Late,2026-07-03,136
2027,2,Mid,2026-07-03,254
2027,3,Early,2026-07-03,76
2027,3,Late,2026-07-03,28
2027,3,Mid,2026-07-03,45
2027,4,Early,2026-07-03,19
2027,4,Late,2026-07-03,10
2027,4,Mid,2026-07-03,13
2026,1,Early,2026-07-10,6753
2026,1,Late,2026-07-10,1343
2026,1,Mid,2026-07-10,2996
2026,2,Early,2026-07-10,638
2026,2,Late,2026-07-10,171
2026,2,Mid,2026-07-10,322
2026,3,Early,2026-07-10,96
2026,3,Late,2026-07-10,35
2026,3,Mid,2026-07-10,57
2026,4,Early,2026-07-10,24
2026,4,Late,2026-07-10,12
2026,4,Mid,2026-07-10,17
2026,5,Early,2026-07-10,10
2026,5,Late,2026-07-10,6
2026,5,Mid,2026-07-10,8
2027,1,Early,2026-07-10,5298
2027,1,Late,2026-07-10,1050
2027,1,Mid,2026-07-10,2334
2027,2,Early,2026-07-10,501
2027,2,Late,2026-07-10,135
2027,2,Mid,2026-07-10,253
2027,3,Early,2026-07-10,76
2027,3,Late,2026-07-10,28
2027,3,Mid,2026-07-10,45
2027,4,Early,2026-07-10,19
2027,4,Late,2026-07-10,10
2027,4,Mid,2026-07-10,13
2026,1,Early,2026-07-17,6805
2026,1,Late,2026-07-17,1337
2026,1,Mid,2026-07-17,3002
2026,2,Early,2026-07-17,632
2026,2,Late,2026-07-17,168
2026,2,Mid,2026-07-17,317
2026,3,Early,2026-07-17,94
2026,3,Late,2026-07-17,35
2026,3,Mid,2026-07-17,56
2026,4,Early,2026-07-17,23
2026,4,Late,2026-07-17,12
2026,4,Mid,2026-07-17,16
2026,5,Early,2026-07-17,10
2026,5,Late,2026-07-17,6
2026,5,Mid,2026-07-17,8
2027,1,Early,2026-07-17,5338
2027,1,Late,2026-07-17,1045
2027,1,Mid,2026-07-17,2337
2027,2,Early,2026-07-17,496
2027,2,Late,2026-07-17,133
2027,2,Mid,2026-07-17,249
2027,3,Early,2026-07-17,74
2027,3,Late,2026-07-17,28
2027,3,Mid,2026-07-17,44
2027,4,Early,2026-07-17,18
2027,4,Late,2026-07-17,10
2027,4,Mid,2026-07-17,13
2026,1,Early,2026-07-24,6756
2026,1,Late,2026-07-24,1337
2026,1,Mid,2026-07-24,2990
2026,2,Early,2026-07-24,634
2026,2,Late,2026-07-24,169
2026,2,Mid,2026-07-24,319
2026,3,Early,2026-07-24,94
2026,3,Late,2026-07-24,35
2026,3,Mid,2026-07-24,56
2026,4,Early,2026-07-24,23
2026,4,Late,2026-07-24,12
2026,4,Mid,2026-07-24,17
2026,5,Early,2026-07-24,10
2026,5,Late,2026-07-24,6
2026,5,Mid,2026-07-24,8
2027,1,Early,2026-07-24,5300
2027,1,Late,2026-07-24,1045
2027,1,Mid,2026-07-24,2329
2027,2,Early,2026-07-24,497
2027,2,Late,2026-07-24,133
2027,2,Mid,2026-07-24,251
2027,3,Early,2026-07-24,75
2027,3,Late,2026-07-24,28
2027,3,Mid,2026-07-24,44
2027,4,Early,2026-07-24,19
2027,4,Late,2026-07-24,10
2027,4,Mid,2026-07-24,13
2026,1,Early,2026-07-31,5458
2026,1,Late,2026-07-31,1176
2026,1,Mid,2026-07-31,2474
2026,2,Early,2026-07-31,586
2026,2,Late,2026-07-31,167
2026,2,Mid,2026-07-31,306
2026,3,Early,2026-07-31,94
2026,3,Late,2026-07-31,35
2026,3,Mid,2026-07-31,56
2026,4,Early,2026-07-31,23
2026,4,Late,2026-07-31,12
2026,4,Mid,2026-07-31,17
2026,5,Early,2026-07-31,10
2026,5,Late,2026-07-31,6
2026,5,Mid,2026-07-31,8
2027,1,Early,2026-07-31,4256
2027,1,Late,2026-07-31,922
2027,1,Mid,2026-07-31,1935
2027,2,Early,2026-07-31,461
2027,2,Late,2026-07-31,132
2027,2,Mid,2026-07-31,241
2027,3,Early,2026-07-31,75
2027,3,Late,2026-07-31,28
2027,3,Mid,2026-07-31,44
2027,4,Early,2026-07-31,19
2027,4,Late,2026-07-31,10
2027,4,Mid,2026-07-31,13
2026,1,Early,2026-08-07,5488
2026,1,Late,2026-08-07,1173
2026,1,Mid,2026-08-07,2477
2026,2,Early,2026-08-07,582
2026,2,Late,2026-08-07,165
2026,2,Mid,2026-08-07,304
2026,3,Early,2026-08-07,94
2026,3,Late,2026-08-07,34
2026,3,Mid,2026-08-07,55
2026,4,Early,2026-08-07,23
2026,4,Late,2026-08-07,12
2026,4,Mid,2026-08-07,16
2026,5,Early,2026-08-07,10
2026,5,Late,2026-08-07,6
2026,5,Mid,2026-08-07,8
2027,1,Early,2026-08-07,4278
2027,1,Late,2026-08-07,919
2027,1,Mid,2026-08-07,1936
2027,2,Early,2026-08-07,458
2027,2,Late,2026-08-07,130
2027,2,Mid,2026-08-07,239
2027,3,Early,2026-08-07,74
2027,3,Late,2026-08-07,27
2027,3,Mid,2026-08-07,44
2027,4,Early,2026-08-07,18
2027,4,Late,2026-08-07,10
2027,4,Mid,2026-08-07,13
2026,1,Early,2026-08-14,6184
2026,1,Late,2026-08-14,1250
2026,1,Mid,2026-08-14,2701
2026,2,Early,2026-08-14,612
2026,2,Late,2026-08-14,172
2026,2,Mid,2026-08-14,317
2026,3,Early,2026-08-14,99
2026,3,Late,2026-08-14,38
2026,3,Mid,2026-08-14,60
2026,4,Early,2026-08-14,26
2026,4,Late,2026-08-14,14
2026,4,Mid,2026-08-14,18
2026,5,Early,2026-08-14,10
2026,5,Late,2026-08-14,6
2026,5,Mid,2026-08-14,8
2027,1,Early,2026-08-14,4809
2027,1,Late,2026-08-14,979
2027,1,Mid,2026-08-14,2108
2027,2,Early,2026-08-14,481
2027,2,Late,2026-08-14,136
2027,2,Mid,2026-08-14,249
2027,3,Early,2026-08-14,78
2027,3,Late,2026-08-14,30
2027,3,Mid,2026-08-14,48
2027,4,Early,2026-08-14,21
2027,4,Late,2026-08-14,11
2027,4,Mid,2026-08-14,15
2026,1,Early,2026-08-21,6110
2026,1,Late,2026-08-21,1246
2026,1,Mid,2026-08-21,2682
2026,2,Early,2026-08-21,612
2026,2,Late,2026-08-21,173
2026,2,Mid,2026-08-21,317
2026,3,Early,2026-08-21,100
2026,3,Late,2026-08-21,38
2026,3,Mid,2026-08-21,60
2026,4,Early,2026-08-21,26
2026,4,Late,2026-08-21,14
2026,4,Mid,2026-08-21,18
2026,5,Early,2026-08-21,10
2026,5,Late,2026-08-21,6
2026,5,Mid,2026-08-21,8
2027,1,Early,2026-08-21,4753
2027,1,Late,2026-08-21,976
2027,1,Mid,2026-08-21,2094
2027,2,Early,2026-08-21,481
2027,2,Late,2026-08-21,137
2027,2,Mid,2026-08-21,250
2027,3,Early,2026-08-21,79
2027,3,Late,2026-08-21,30
2027,3,Mid,2026-08-21,48
2027,4,Early,2026-08-21,21
2027,4,Late,2026-08-21,11
2027,4,Mid,2026-08-21,15
